row_id,season,year_start,region,crop,area_000ha,production_kt,yield_t_ha,split,expected_yield_t_ha,yield_shortfall,low_yield_shortfall_threshold,low_yield_risk,forecast_window,window_start_month,window_end_month,window_order,n_weather_days,lat,lon,rain_sum,rain_mean,rain_days,dry_days,max_3day_rain,max_7day_rain,max_consecutive_dry_days,heavy_rain_days_10,heavy_rain_days_25,tmax_mean,tmax_max,tmin_mean,tmin_min,heat_days_25,heat_days_30,heat_days_35,heat_degree_days_30,frost_days_0,cold_days_5,radiation_sum,radiation_mean,evap_sum,evap_mean,vp_mean,vp_min,vp_max,hot_dry_days_30_rain_lt_1,high_evap_dry_days,heat_and_low_rain_days,soil_lat,soil_lon,soil_awc_topsoil_0_30,soil_awc_subsoil_30_100,soil_bulk_density_topsoil_0_30,soil_bulk_density_subsoil_30_100,soil_clay_topsoil_0_30,soil_clay_subsoil_30_100,soil_sand_topsoil_0_30,soil_sand_subsoil_30_100,soil_silt_topsoil_0_30,soil_silt_subsoil_30_100,soil_soc_topsoil_0_30,soil_soc_subsoil_30_100,soil_total_n_topsoil_0_30,soil_total_n_subsoil_30_100,soil_total_p_topsoil_0_30,soil_total_p_subsoil_30_100,soil_phc_topsoil_0_30,soil_phc_subsoil_30_100,soil_ecec_topsoil_0_30,soil_ecec_subsoil_30_100,soil_depth_of_soil,soil_depth_of_regolith,panel_key
1,1989-90,1989,New South Wales,Barley,412.9,655.6,1.587793654637927,train,1.716940676004577,0.1291470213666499,0.3361143523082599,0,May-Jun,5,6,1,61,-34.5,147.5,169.8,2.783606557377049,20,41,41.5,45.2,10,4,3,15.472131147540985,21.3,6.673770491803278,-1.4,0,0,0,0.0,4,24,498.4,8.17049180327869,74.30000000000001,1.218032786885246,11.149180327868851,5.6,17.9,0,0,0,-34.5,146.5,12.13834015528361,12.127986907958984,1.4478452404340107,1.486698031425476,20.828147252400715,30.82151848929269,61.29374504089356,49.909806387765066,8.273976802825928,7.658827304840088,1.760719855626424,0.456215603010995,0.1038892058034737,0.0406921995537621,0.025356691951553,0.0217320692858525,5.445728619893392,5.901124886104038,7.9211319287618,7.969489574432373,0.6959657073020935,4.652921199798584,New South Wales | Barley | 1989 | May-Jun
1109,1996-97,1996,South Australia,Oats,120.6,155.752,1.291475953565506,train,1.2948567053934152,0.003380751827909201,0.23121848822063432,0,May-Sep,5,9,4,153,-34.30000000000001,138.59999999999997,345.5,2.258169934640523,57,96,34.1,44.2,31,8,1,16.701960784313723,28.9,6.932026143790849,1.1,4,0,0,0.0,0,39,1654.5,10.81372549019608,356.0,2.326797385620915,10.919607843137255,7.5,15.6,0,7,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Oats | 1996 | May-Sep
1110,1996-97,1996,South Australia,Oats,120.6,155.752,1.291475953565506,train,1.2948567053934152,0.003380751827909201,0.23121848822063432,0,May-Oct,5,10,5,184,-34.300000000000004,138.59999999999997,373.4,2.029347826086956,63,121,34.1,44.2,31,9,1,17.567934782608695,34.0,7.226630434782609,1.1,13,2,0,5.600000000000001,0,44,2346.2000000000003,12.75108695652174,519.9,2.8255434782608693,10.964130434782607,7.5,16.4,2,21,2,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Oats | 1996 | May-Oct
1111,1996-97,1996,South Australia,Wheat,1534.9,2794.9,1.8209003843898623,train,1.6341511296698314,-0.1867492547200309,0.3639273368215884,0,May-Jun,5,6,1,61,-34.300000000000004,138.60000000000002,92.5,1.5163934426229508,14,47,28.9,44.2,31,2,0,17.9672131147541,26.2,7.349180327868853,1.8,2,0,0,0.0,0,16,573.8,9.40655737704918,127.3,2.08688524590164,11.108196721311474,8.1,15.6,0,2,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Wheat | 1996 | May-Jun
1112,1996-97,1996,South Australia,Wheat,1534.9,2794.9,1.8209003843898623,train,1.6341511296698314,-0.1867492547200309,0.3639273368215884,0,May-Jul,5,7,2,92,-34.30000000000001,138.6,163.89999999999998,1.7815217391304343,27,65,28.9,44.2,31,3,0,16.893478260869564,26.2,7.115217391304348,1.8,2,0,0,0.0,0,24,843.4000000000001,9.167391304347827,177.7,1.931521739130435,10.982608695652171,8.1,15.6,0,2,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Wheat | 1996 | May-Jul
1113,1996-97,1996,South Australia,Wheat,1534.9,2794.9,1.8209003843898623,train,1.6341511296698314,-0.1867492547200309,0.3639273368215884,0,May-Aug,5,8,3,123,-34.30000000000001,138.59999999999994,259.3,2.1081300813008133,44,79,28.9,44.2,31,6,0,16.471544715447152,26.2,6.937398373983741,1.5,2,0,0,0.0,0,34,1184.3,9.628455284552846,246.6,2.004878048780488,10.897560975609755,7.6,15.6,0,3,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Wheat | 1996 | May-Aug
1114,1996-97,1996,South Australia,Wheat,1534.9,2794.9,1.8209003843898623,train,1.6341511296698314,-0.1867492547200309,0.3639273368215884,0,May-Sep,5,9,4,153,-34.30000000000001,138.59999999999997,345.5,2.258169934640523,57,96,34.1,44.2,31,8,1,16.701960784313723,28.9,6.932026143790849,1.1,4,0,0,0.0,0,39,1654.5,10.81372549019608,356.0,2.326797385620915,10.919607843137255,7.5,15.6,0,7,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Wheat | 1996 | May-Sep
1115,1996-97,1996,South Australia,Wheat,1534.9,2794.9,1.8209003843898623,train,1.6341511296698314,-0.1867492547200309,0.3639273368215884,0,May-Oct,5,10,5,184,-34.300000000000004,138.59999999999997,373.4,2.029347826086956,63,121,34.1,44.2,31,9,1,17.567934782608695,34.0,7.226630434782609,1.1,13,2,0,5.600000000000001,0,44,2346.2000000000003,12.75108695652174,519.9,2.8255434782608693,10.964130434782607,7.5,16.4,2,21,2,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Wheat | 1996 | May-Oct
1116,1996-97,1996,Tasmania,Barley,14.502,35.237,2.429802785822645,train,2.675138169985729,0.24533538416308387,0.3361143523082599,0,May-Jun,5,6,1,61,-41.5,147.20000000000007,63.3,1.0377049180327869,12,49,26.8,29.5,13,1,0,13.727868852459016,19.6,3.693442622950821,-2.7,0,0,0,0.0,10,40,386.1,6.329508196721312,73.39999999999999,1.20327868852459,9.363934426229507,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Barley | 1996 | May-Jun
1117,1996-97,1996,Tasmania,Barley,14.502,35.237,2.429802785822645,train,2.675138169985729,0.24533538416308387,0.3361143523082599,0,May-Jul,5,7,2,92,-41.5,147.20000000000005,109.90000000000002,1.1945652173913046,23,69,26.8,29.5,13,1,0,13.07173913043478,19.6,3.343478260869565,-3.1,0,0,0,0.0,20,65,541.1,5.881521739130435,105.1,1.142391304347826,9.140217391304349,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Barley | 1996 | May-Jul
1118,1996-97,1996,Tasmania,Barley,14.502,35.237,2.429802785822645,train,2.675138169985729,0.24533538416308387,0.3361143523082599,0,May-Aug,5,8,3,123,-41.5,147.20000000000002,200.2,1.627642276422764,39,84,43.2,53.00000000000001,13,3,0,12.965040650406504,19.6,3.4504065040650405,-3.1,0,0,0,0.0,25,84,801.7,6.517886178861789,153.89999999999998,1.2512195121951215,9.135772357723578,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Barley | 1996 | May-Aug
1119,1996-97,1996,Tasmania,Barley,14.502,35.237,2.429802785822645,train,2.675138169985729,0.24533538416308387,0.3361143523082599,0,May-Sep,5,9,4,153,-41.5,147.20000000000005,264.6,1.7294117647058824,48,105,43.2,53.00000000000001,13,4,0,13.117647058823527,19.6,3.611764705882353,-3.1,0,0,0,0.0,27,104,1191.6,7.788235294117648,231.1,1.5104575163398692,9.155555555555557,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Barley | 1996 | May-Sep
1120,1996-97,1996,Tasmania,Barley,14.502,35.237,2.429802785822645,train,2.675138169985729,0.24533538416308387,0.3361143523082599,0,May-Oct,5,10,5,184,-41.5,147.20000000000002,332.4,1.806521739130435,58,126,43.2,53.00000000000001,13,6,0,13.752717391304348,22.4,4.219021739130435,-3.1,0,0,0,0.0,27,113,1772.8999999999996,9.63532608695652,340.9,1.852717391304348,9.361413043478262,5.5,16.0,0,1,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Barley | 1996 | May-Oct
1121,1996-97,1996,Tasmania,Canola,0.027,0.031,1.148148148148148,train,1.173521174355649,0.025373026207501148,0.23538168855564479,0,May-Jun,5,6,1,61,-41.5,147.20000000000007,63.3,1.0377049180327869,12,49,26.8,29.5,13,1,0,13.727868852459016,19.6,3.693442622950821,-2.7,0,0,0,0.0,10,40,386.1,6.329508196721312,73.39999999999999,1.20327868852459,9.363934426229507,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Canola | 1996 | May-Jun
1122,1996-97,1996,Tasmania,Canola,0.027,0.031,1.148148148148148,train,1.173521174355649,0.025373026207501148,0.23538168855564479,0,May-Jul,5,7,2,92,-41.5,147.20000000000005,109.90000000000002,1.1945652173913046,23,69,26.8,29.5,13,1,0,13.07173913043478,19.6,3.343478260869565,-3.1,0,0,0,0.0,20,65,541.1,5.881521739130435,105.1,1.142391304347826,9.140217391304349,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Canola | 1996 | May-Jul
1123,1996-97,1996,Tasmania,Canola,0.027,0.031,1.148148148148148,train,1.173521174355649,0.025373026207501148,0.23538168855564479,0,May-Aug,5,8,3,123,-41.5,147.20000000000002,200.2,1.627642276422764,39,84,43.2,53.00000000000001,13,3,0,12.965040650406504,19.6,3.4504065040650405,-3.1,0,0,0,0.0,25,84,801.7,6.517886178861789,153.89999999999998,1.2512195121951215,9.135772357723578,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Canola | 1996 | May-Aug
1124,1996-97,1996,Tasmania,Canola,0.027,0.031,1.148148148148148,train,1.173521174355649,0.025373026207501148,0.23538168855564479,0,May-Sep,5,9,4,153,-41.5,147.20000000000005,264.6,1.7294117647058824,48,105,43.2,53.00000000000001,13,4,0,13.117647058823527,19.6,3.611764705882353,-3.1,0,0,0,0.0,27,104,1191.6,7.788235294117648,231.1,1.5104575163398692,9.155555555555557,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Canola | 1996 | May-Sep
1125,1996-97,1996,Tasmania,Canola,0.027,0.031,1.148148148148148,train,1.173521174355649,0.025373026207501148,0.23538168855564479,0,May-Oct,5,10,5,184,-41.5,147.20000000000002,332.4,1.806521739130435,58,126,43.2,53.00000000000001,13,6,0,13.752717391304348,22.4,4.219021739130435,-3.1,0,0,0,0.0,27,113,1772.8999999999996,9.63532608695652,340.9,1.852717391304348,9.361413043478262,5.5,16.0,0,1,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Canola | 1996 | May-Oct
1126,1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133,train,1.8332036866348114,0.10924856396189808,0.23121848822063432,0,May-Jun,5,6,1,61,-41.5,147.20000000000007,63.3,1.0377049180327869,12,49,26.8,29.5,13,1,0,13.727868852459016,19.6,3.693442622950821,-2.7,0,0,0,0.0,10,40,386.1,6.329508196721312,73.39999999999999,1.20327868852459,9.363934426229507,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Oats | 1996 | May-Jun
1127,1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133,train,1.8332036866348114,0.10924856396189808,0.23121848822063432,0,May-Jul,5,7,2,92,-41.5,147.20000000000005,109.90000000000002,1.1945652173913046,23,69,26.8,29.5,13,1,0,13.07173913043478,19.6,3.343478260869565,-3.1,0,0,0,0.0,20,65,541.1,5.881521739130435,105.1,1.142391304347826,9.140217391304349,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Oats | 1996 | May-Jul
1128,1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133,train,1.8332036866348114,0.10924856396189808,0.23121848822063432,0,May-Aug,5,8,3,123,-41.5,147.20000000000002,200.2,1.627642276422764,39,84,43.2,53.00000000000001,13,3,0,12.965040650406504,19.6,3.4504065040650405,-3.1,0,0,0,0.0,25,84,801.7,6.517886178861789,153.89999999999998,1.2512195121951215,9.135772357723578,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Oats | 1996 | May-Aug
1129,1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133,train,1.8332036866348114,0.10924856396189808,0.23121848822063432,0,May-Sep,5,9,4,153,-41.5,147.20000000000005,264.6,1.7294117647058824,48,105,43.2,53.00000000000001,13,4,0,13.117647058823527,19.6,3.611764705882353,-3.1,0,0,0,0.0,27,104,1191.6,7.788235294117648,231.1,1.5104575163398692,9.155555555555557,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Oats | 1996 | May-Sep
1130,1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133,train,1.8332036866348114,0.10924856396189808,0.23121848822063432,0,May-Oct,5,10,5,184,-41.5,147.20000000000002,332.4,1.806521739130435,58,126,43.2,53.00000000000001,13,6,0,13.752717391304348,22.4,4.219021739130435,-3.1,0,0,0,0.0,27,113,1772.8999999999996,9.63532608695652,340.9,1.852717391304348,9.361413043478262,5.5,16.0,0,1,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Oats | 1996 | May-Oct
1131,1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632,train,3.548591864192261,-0.39877655686037095,0.3639273368215884,0,May-Jun,5,6,1,61,-41.5,147.20000000000007,63.3,1.0377049180327869,12,49,26.8,29.5,13,1,0,13.727868852459016,19.6,3.693442622950821,-2.7,0,0,0,0.0,10,40,386.1,6.329508196721312,73.39999999999999,1.20327868852459,9.363934426229507,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Wheat | 1996 | May-Jun
1132,1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632,train,3.548591864192261,-0.39877655686037095,0.3639273368215884,0,May-Jul,5,7,2,92,-41.5,147.20000000000005,109.90000000000002,1.1945652173913046,23,69,26.8,29.5,13,1,0,13.07173913043478,19.6,3.343478260869565,-3.1,0,0,0,0.0,20,65,541.1,5.881521739130435,105.1,1.142391304347826,9.140217391304349,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Wheat | 1996 | May-Jul
1133,1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632,train,3.548591864192261,-0.39877655686037095,0.3639273368215884,0,May-Aug,5,8,3,123,-41.5,147.20000000000002,200.2,1.627642276422764,39,84,43.2,53.00000000000001,13,3,0,12.965040650406504,19.6,3.4504065040650405,-3.1,0,0,0,0.0,25,84,801.7,6.517886178861789,153.89999999999998,1.2512195121951215,9.135772357723578,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Wheat | 1996 | May-Aug
1134,1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632,train,3.548591864192261,-0.39877655686037095,0.3639273368215884,0,May-Sep,5,9,4,153,-41.5,147.20000000000005,264.6,1.7294117647058824,48,105,43.2,53.00000000000001,13,4,0,13.117647058823527,19.6,3.611764705882353,-3.1,0,0,0,0.0,27,104,1191.6,7.788235294117648,231.1,1.5104575163398692,9.155555555555557,5.5,16.0,0,0,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Wheat | 1996 | May-Sep
1135,1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632,train,3.548591864192261,-0.39877655686037095,0.3639273368215884,0,May-Oct,5,10,5,184,-41.5,147.20000000000002,332.4,1.806521739130435,58,126,43.2,53.00000000000001,13,6,0,13.752717391304348,22.4,4.219021739130435,-3.1,0,0,0,0.0,27,113,1772.8999999999996,9.63532608695652,340.9,1.852717391304348,9.361413043478262,5.5,16.0,0,1,0,-42.0,147.0,15.319892088572184,14.437341281345912,1.157561262448629,1.272754192352295,17.5242600440979,27.409489495413645,48.72461764017741,44.0735958644322,18.88174152374268,17.479223796299525,4.0558447043101,0.9136606965746198,0.1800702561934788,0.0602812373212404,0.0343015901744364,0.0307970823986189,4.779020468393962,4.934431825365339,17.17782195409139,16.100309099469865,0.8448833227157593,0.0,Tasmania | Wheat | 1996 | May-Oct
1136,1996-97,1996,Victoria,Barley,584.68,1189.37,2.034223848943012,train,1.7604772053516058,-0.273746643591406,0.3361143523082599,0,May-Jun,5,6,1,61,-36.5,143.5,116.2,1.904918032786885,13,48,32.4,39.6,13,3,1,15.08688524590164,24.6,4.934426229508197,-0.7,0,0,0,0.0,4,31,482.3,7.906557377049181,79.7,1.3065573770491803,9.703278688524591,6.4,16.3,0,0,0,-36.5,143.5,11.032950719197592,11.504679679870604,1.4546482761700947,1.4683315583637782,27.60932922363281,43.37427030290876,62.08882776896159,44.96145520891462,11.640791575113932,10.551659856523786,1.0873402158419292,0.263305800301688,0.088768392180403,0.0325801149010658,0.0157852876000105,0.013165324527238,5.109765609105428,6.033798149653843,7.478203455607097,7.902701786586216,0.8673100471496582,15.195839881896973,Victoria | Barley | 1996 | May-Jun
1137,1996-97,1996,Victoria,Barley,584.68,1189.37,2.034223848943012,train,1.7604772053516058,-0.273746643591406,0.3361143523082599,0,May-Jul,5,7,2,92,-36.5,143.5,192.9,2.0967391304347824,31,61,32.4,39.6,13,4,1,13.925,24.6,4.6880434782608695,-1.6,0,0,0,0.0,5,51,679.5999999999999,7.38695652173913,108.9,1.183695652173913,9.443478260869568,5.9,16.3,0,0,0,-36.5,143.5,11.032950719197592,11.504679679870604,1.4546482761700947,1.4683315583637782,27.60932922363281,43.37427030290876,62.08882776896159,44.96145520891462,11.640791575113932,10.551659856523786,1.0873402158419292,0.263305800301688,0.088768392180403,0.0325801149010658,0.0157852876000105,0.013165324527238,5.109765609105428,6.033798149653843,7.478203455607097,7.902701786586216,0.8673100471496582,15.195839881896973,Victoria | Barley | 1996 | May-Jul
1138,1996-97,1996,Victoria,Barley,584.68,1189.37,2.034223848943012,train,1.7604772053516058,-0.273746643591406,0.3361143523082599,0,May-Aug,5,8,3,123,-36.5,143.5,255.3,2.075609756097561,40,83,32.4,39.6,13,6,1,13.890243902439025,24.6,4.734146341463415,-1.6,0,0,0,0.0,5,67,1013.2,8.23739837398374,160.20000000000002,1.302439024390244,9.347154471544718,5.9,16.3,0,0,0,-36.5,143.5,11.032950719197592,11.504679679870604,1.4546482761700947,1.4683315583637782,27.60932922363281,43.37427030290876,62.08882776896159,44.96145520891462,11.640791575113932,10.551659856523786,1.0873402158419292,0.263305800301688,0.088768392180403,0.0325801149010658,0.0157852876000105,0.013165324527238,5.109765609105428,6.033798149653843,7.478203455607097,7.902701786586216,0.8673100471496582,15.195839881896973,Victoria | Barley | 1996 | May-Aug
