forecast_window,target,task,model,metric,value,n_test
May-Jul,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,F1,0.37735849056603776,149
May-Jul,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,BRIER,0.15451834387070695,149
May-Jul,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,ROC_AUC,0.6281117182756526,149
May-Jul,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PR_AUC,0.22954909253285077,149
May-Jul,yield_t_ha,probabilistic,SklearnQuantileGBR,coverage,0.5033557046979866,149
May-Jul,yield_t_ha,probabilistic,SklearnQuantileGBR,width,1.035495776479107,149
May-Jul,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p10,0.10235004972790354,149
May-Jul,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p50,0.2982605206801325,149
May-Jul,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p90,0.24384032898037022,149
May-Jul,yield_t_ha,probabilistic,LightGBMQuantile,coverage,0.28859060402684567,149
May-Jul,yield_t_ha,probabilistic,LightGBMQuantile,width,0.7485905383368631,149
May-Jul,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p10,0.11215049427587524,149
May-Jul,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p50,0.2920763307363755,149
May-Jul,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p90,0.2709890828382502,149
May-Jul,yield_t_ha,probabilistic,CatBoostQuantile,coverage,0.40268456375838924,149
May-Jul,yield_t_ha,probabilistic,CatBoostQuantile,width,0.8634087042422408,149
May-Jul,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p10,0.09958767979886668,149
May-Jul,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p50,0.3020935398372898,149
May-Jul,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p90,0.2739772093105642,149
May-Jul,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,coverage,0.7919463087248322,149
May-Jul,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,width,1.422939978503379,149
May-Jul,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,qhat,0.7114699892516894,149
May-Aug,yield_t_ha,regression,HistoricalMeanImprovedFeatures,MAE,0.6832091978473597,149
May-Aug,yield_t_ha,regression,HistoricalMeanImprovedFeatures,RMSE,0.9614447123179034,149
May-Aug,yield_t_ha,regression,HistoricalMeanImprovedFeatures,R2,0.4230688859871726,149
May-Aug,yield_t_ha,regression,Ridge,MAE,0.5353467768961759,149
May-Aug,yield_t_ha,regression,Ridge,RMSE,0.7500926217754497,149
May-Aug,yield_t_ha,regression,Ridge,R2,0.6488399373870681,149
May-Aug,yield_t_ha,regression,ElasticNet,MAE,0.5234468777638454,149
May-Aug,yield_t_ha,regression,ElasticNet,RMSE,0.7339301704753795,149
May-Aug,yield_t_ha,regression,ElasticNet,R2,0.6638099832542701,149
May-Aug,yield_t_ha,regression,HistGradientBoosting,MAE,0.5833363308330117,149
May-Aug,yield_t_ha,regression,HistGradientBoosting,RMSE,0.8660833723755329,149
May-Aug,yield_t_ha,regression,HistGradientBoosting,R2,0.53183953882645,149
May-Aug,yield_t_ha,regression,LightGBM,MAE,0.5754659242637166,149
May-Aug,yield_t_ha,regression,LightGBM,RMSE,0.878429949465506,149
May-Aug,yield_t_ha,regression,LightGBM,R2,0.5183965389916985,149
May-Aug,yield_t_ha,regression,CatBoost,MAE,0.5710393739742978,149
May-Aug,yield_t_ha,regression,CatBoost,RMSE,0.8574569782900153,149
May-Aug,yield_t_ha,regression,CatBoost,R2,0.5411190709688745,149
May-Aug,yield_shortfall,regression,HistoricalMeanImprovedFeatures,MAE,0.613296683056354,149
May-Aug,yield_shortfall,regression,HistoricalMeanImprovedFeatures,RMSE,0.8233386254350032,149
May-Aug,yield_shortfall,regression,HistoricalMeanImprovedFeatures,R2,-0.2258690386207014,149
May-Aug,yield_shortfall,regression,Ridge,MAE,0.5713202359098342,149
May-Aug,yield_shortfall,regression,Ridge,RMSE,0.7823767066139286,149
May-Aug,yield_shortfall,regression,Ridge,R2,-0.10692684520829254,149
May-Aug,yield_shortfall,regression,ElasticNet,MAE,0.5880927229319356,149
May-Aug,yield_shortfall,regression,ElasticNet,RMSE,0.8041252183171496,149
May-Aug,yield_shortfall,regression,ElasticNet,R2,-0.16932291602207838,149
May-Aug,yield_shortfall,regression,HistGradientBoosting,MAE,0.6264818339842049,149
May-Aug,yield_shortfall,regression,HistGradientBoosting,RMSE,0.8553627189677907,149
May-Aug,yield_shortfall,regression,HistGradientBoosting,R2,-0.3230849562960112,149
May-Aug,yield_shortfall,regression,LightGBM,MAE,0.6156635789339153,149
May-Aug,yield_shortfall,regression,LightGBM,RMSE,0.8338342444306095,149
May-Aug,yield_shortfall,regression,LightGBM,R2,-0.25732210328958627,149
May-Aug,yield_shortfall,regression,CatBoost,MAE,0.6154757005273818,149
May-Aug,yield_shortfall,regression,CatBoost,RMSE,0.8335169348335257,149
May-Aug,yield_shortfall,regression,CatBoost,R2,-0.25636535568196384,149
May-Aug,low_yield_risk,classification,LogisticRegression,ROC_AUC,0.6479963570127504,149
May-Aug,low_yield_risk,classification,LogisticRegression,PR_AUC,0.25319130218484615,149
May-Aug,low_yield_risk,classification,LogisticRegression,Brier,0.14691567956632828,149
May-Aug,low_yield_risk,classification,LogisticRegression,F1_at_0.5,0.0,149
May-Aug,low_yield_risk,classification,LogisticRegression,Recall_at_0.5,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PRECISION,0.273972602739726,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,RECALL,0.7407407407407407,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,F1,0.4,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,BRIER,0.14691567956632828,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,ROC_AUC,0.6479963570127504,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PR_AUC,0.25319130218484615,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PRECISION,0.273972602739726,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,RECALL,0.7407407407407407,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,F1,0.4,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,BRIER,0.14691567956632828,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,ROC_AUC,0.6479963570127504,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PR_AUC,0.25319130218484615,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PRECISION,0.2727272727272727,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,RECALL,0.7777777777777778,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,F1,0.40384615384615385,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,BRIER,0.14691567956632828,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,ROC_AUC,0.6479963570127504,149
May-Aug,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PR_AUC,0.25319130218484615,149
May-Aug,low_yield_risk,classification,HistGradientBoostingClassifier,ROC_AUC,0.531117182756527,149
May-Aug,low_yield_risk,classification,HistGradientBoostingClassifier,PR_AUC,0.19307053638010016,149
May-Aug,low_yield_risk,classification,HistGradientBoostingClassifier,Brier,0.1484793009814893,149
May-Aug,low_yield_risk,classification,HistGradientBoostingClassifier,F1_at_0.5,0.0,149
May-Aug,low_yield_risk,classification,HistGradientBoostingClassifier,Recall_at_0.5,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PRECISION,0.2,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,RECALL,0.9259259259259259,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,F1,0.32894736842105265,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,BRIER,0.1484793009814893,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,ROC_AUC,0.531117182756527,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PR_AUC,0.19307053638010016,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PRECISION,0.2,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,RECALL,0.9259259259259259,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,F1,0.32894736842105265,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,BRIER,0.1484793009814893,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,ROC_AUC,0.531117182756527,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PR_AUC,0.19307053638010016,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PRECISION,0.16216216216216217,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,RECALL,0.2222222222222222,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,F1,0.1875,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,BRIER,0.1484793009814893,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,ROC_AUC,0.531117182756527,149
May-Aug,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PR_AUC,0.19307053638010016,149
May-Aug,low_yield_risk,classification,LightGBMClassifier,ROC_AUC,0.6006375227686703,149
May-Aug,low_yield_risk,classification,LightGBMClassifier,PR_AUC,0.21452809207555384,149
May-Aug,low_yield_risk,classification,LightGBMClassifier,Brier,0.1493514641058263,149
May-Aug,low_yield_risk,classification,LightGBMClassifier,F1_at_0.5,0.0,149
May-Aug,low_yield_risk,classification,LightGBMClassifier,Recall_at_0.5,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PRECISION,0.208,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,RECALL,0.9629629629629629,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,F1,0.34210526315789475,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,BRIER,0.1493514641058263,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,ROC_AUC,0.6006375227686703,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PR_AUC,0.21452809207555384,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PRECISION,0.208,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,RECALL,0.9629629629629629,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,F1,0.34210526315789475,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,BRIER,0.1493514641058263,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,ROC_AUC,0.6006375227686703,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PR_AUC,0.21452809207555384,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PRECISION,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,RECALL,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,F1,0.0,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,BRIER,0.1493514641058263,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,ROC_AUC,0.6006375227686703,149
May-Aug,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PR_AUC,0.21452809207555384,149
May-Aug,low_yield_risk,classification,CatBoostClassifier,ROC_AUC,0.6625683060109289,149
May-Aug,low_yield_risk,classification,CatBoostClassifier,PR_AUC,0.26469832109291525,149
May-Aug,low_yield_risk,classification,CatBoostClassifier,Brier,0.19928405819921124,149
May-Aug,low_yield_risk,classification,CatBoostClassifier,F1_at_0.5,0.38095238095238093,149
May-Aug,low_yield_risk,classification,CatBoostClassifier,Recall_at_0.5,0.5925925925925926,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PRECISION,0.24,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,RECALL,0.6666666666666666,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,F1,0.35294117647058826,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,BRIER,0.19928405819921124,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,ROC_AUC,0.6625683060109289,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PR_AUC,0.26469832109291525,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PRECISION,0.2222222222222222,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,RECALL,0.8888888888888888,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,F1,0.35555555555555557,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,BRIER,0.19928405819921124,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,ROC_AUC,0.6625683060109289,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PR_AUC,0.26469832109291525,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PRECISION,0.24,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,RECALL,0.6666666666666666,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,F1,0.35294117647058826,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,BRIER,0.19928405819921124,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,ROC_AUC,0.6625683060109289,149
May-Aug,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PR_AUC,0.26469832109291525,149
May-Aug,yield_t_ha,probabilistic,SklearnQuantileGBR,coverage,0.4697986577181208,149
May-Aug,yield_t_ha,probabilistic,SklearnQuantileGBR,width,0.8690170065155698,149
May-Aug,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p10,0.09526163846262109,149
May-Aug,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p50,0.3079330642226077,149
May-Aug,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p90,0.2742930049659967,149
May-Aug,yield_t_ha,probabilistic,LightGBMQuantile,coverage,0.33557046979865773,149
May-Aug,yield_t_ha,probabilistic,LightGBMQuantile,width,0.6498076398678192,149
May-Aug,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p10,0.0952387538080756,149
May-Aug,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p50,0.29610098511887356,149
May-Aug,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p90,0.3127686267882987,149
May-Aug,yield_t_ha,probabilistic,CatBoostQuantile,coverage,0.42953020134228187,149
May-Aug,yield_t_ha,probabilistic,CatBoostQuantile,width,0.7586498066060328,149
May-Aug,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p10,0.09414146888444092,149
May-Aug,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p50,0.29170704984849466,149
May-Aug,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p90,0.28909991257070583,149
May-Aug,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,coverage,0.7114093959731543,149
May-Aug,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,width,1.25878874862055,149
May-Aug,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,qhat,0.6293943743102752,149
May-Sep,yield_t_ha,regression,HistoricalMeanImprovedFeatures,MAE,0.6832091978473597,149
May-Sep,yield_t_ha,regression,HistoricalMeanImprovedFeatures,RMSE,0.9614447123179034,149
May-Sep,yield_t_ha,regression,HistoricalMeanImprovedFeatures,R2,0.4230688859871726,149
May-Sep,yield_t_ha,regression,Ridge,MAE,0.46714806279507015,149
May-Sep,yield_t_ha,regression,Ridge,RMSE,0.7048987663980523,149
May-Sep,yield_t_ha,regression,Ridge,R2,0.689880673803648,149
May-Sep,yield_t_ha,regression,ElasticNet,MAE,0.4780718133407547,149
May-Sep,yield_t_ha,regression,ElasticNet,RMSE,0.7041555048716905,149
May-Sep,yield_t_ha,regression,ElasticNet,R2,0.6905343229589305,149
May-Sep,yield_t_ha,regression,HistGradientBoosting,MAE,0.5760707335761044,149
May-Sep,yield_t_ha,regression,HistGradientBoosting,RMSE,0.8658674430655432,149
May-Sep,yield_t_ha,regression,HistGradientBoosting,R2,0.5320729504514641,149
May-Sep,yield_t_ha,regression,LightGBM,MAE,0.5796299880285991,149
May-Sep,yield_t_ha,regression,LightGBM,RMSE,0.8819940089285192,149
May-Sep,yield_t_ha,regression,LightGBM,R2,0.514480585346007,149
May-Sep,yield_t_ha,regression,CatBoost,MAE,0.5750540157226154,149
May-Sep,yield_t_ha,regression,CatBoost,RMSE,0.8710196350626078,149
May-Sep,yield_t_ha,regression,CatBoost,R2,0.5264877475689607,149
May-Sep,yield_shortfall,regression,HistoricalMeanImprovedFeatures,MAE,0.613296683056354,149
May-Sep,yield_shortfall,regression,HistoricalMeanImprovedFeatures,RMSE,0.8233386254350032,149
May-Sep,yield_shortfall,regression,HistoricalMeanImprovedFeatures,R2,-0.2258690386207014,149
May-Sep,yield_shortfall,regression,Ridge,MAE,0.5115208652126539,149
May-Sep,yield_shortfall,regression,Ridge,RMSE,0.7213636504661537,149
May-Sep,yield_shortfall,regression,Ridge,R2,0.058987039135306785,149
May-Sep,yield_shortfall,regression,ElasticNet,MAE,0.5456578789595835,149
May-Sep,yield_shortfall,regression,ElasticNet,RMSE,0.7583838376888591,149
May-Sep,yield_shortfall,regression,ElasticNet,R2,-0.040076381165377484,149
May-Sep,yield_shortfall,regression,HistGradientBoosting,MAE,0.6155022652744764,149
May-Sep,yield_shortfall,regression,HistGradientBoosting,RMSE,0.8348114697383031,149
May-Sep,yield_shortfall,regression,HistGradientBoosting,R2,-0.2602709075083971,149
May-Sep,yield_shortfall,regression,LightGBM,MAE,0.5949137585245771,149
May-Sep,yield_shortfall,regression,LightGBM,RMSE,0.8016373223122378,149
May-Sep,yield_shortfall,regression,LightGBM,R2,-0.16209853502750504,149
May-Sep,yield_shortfall,regression,CatBoost,MAE,0.6168156278684465,149
May-Sep,yield_shortfall,regression,CatBoost,RMSE,0.8331519206668377,149
May-Sep,yield_shortfall,regression,CatBoost,R2,-0.25526522028947984,149
May-Sep,low_yield_risk,classification,LogisticRegression,ROC_AUC,0.6516393442622951,149
May-Sep,low_yield_risk,classification,LogisticRegression,PR_AUC,0.24379413406188236,149
May-Sep,low_yield_risk,classification,LogisticRegression,Brier,0.1506446558322702,149
May-Sep,low_yield_risk,classification,LogisticRegression,F1_at_0.5,0.0,149
May-Sep,low_yield_risk,classification,LogisticRegression,Recall_at_0.5,0.0,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PRECISION,0.2358490566037736,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,RECALL,0.9259259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,F1,0.37593984962406013,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,BRIER,0.1506446558322702,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,ROC_AUC,0.6516393442622951,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PR_AUC,0.24379413406188236,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PRECISION,0.2358490566037736,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,RECALL,0.9259259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,F1,0.37593984962406013,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,BRIER,0.1506446558322702,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,ROC_AUC,0.6516393442622951,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PR_AUC,0.24379413406188236,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PRECISION,0.2358490566037736,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,RECALL,0.9259259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,F1,0.37593984962406013,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,BRIER,0.1506446558322702,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,ROC_AUC,0.6516393442622951,149
May-Sep,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PR_AUC,0.24379413406188236,149
May-Sep,low_yield_risk,classification,HistGradientBoostingClassifier,ROC_AUC,0.6938372799028536,149
May-Sep,low_yield_risk,classification,HistGradientBoostingClassifier,PR_AUC,0.2694019731348358,149
May-Sep,low_yield_risk,classification,HistGradientBoostingClassifier,Brier,0.19740211874393754,149
May-Sep,low_yield_risk,classification,HistGradientBoostingClassifier,F1_at_0.5,0.40404040404040403,149
May-Sep,low_yield_risk,classification,HistGradientBoostingClassifier,Recall_at_0.5,0.7407407407407407,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PRECISION,0.28169014084507044,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,RECALL,0.7407407407407407,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,F1,0.40816326530612246,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,BRIER,0.19740211874393754,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,ROC_AUC,0.6938372799028536,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PR_AUC,0.2694019731348358,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PRECISION,0.28169014084507044,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,RECALL,0.7407407407407407,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,F1,0.40816326530612246,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,BRIER,0.19740211874393754,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,ROC_AUC,0.6938372799028536,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PR_AUC,0.2694019731348358,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PRECISION,0.28169014084507044,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,RECALL,0.7407407407407407,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,F1,0.40816326530612246,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,BRIER,0.19740211874393754,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,ROC_AUC,0.6938372799028536,149
May-Sep,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PR_AUC,0.2694019731348358,149
May-Sep,low_yield_risk,classification,LightGBMClassifier,ROC_AUC,0.6759259259259259,149
May-Sep,low_yield_risk,classification,LightGBMClassifier,PR_AUC,0.2609320005207926,149
May-Sep,low_yield_risk,classification,LightGBMClassifier,Brier,0.16842691790459494,149
May-Sep,low_yield_risk,classification,LightGBMClassifier,F1_at_0.5,0.4,149
May-Sep,low_yield_risk,classification,LightGBMClassifier,Recall_at_0.5,0.7777777777777778,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PRECISION,0.2692307692307692,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,RECALL,0.7777777777777778,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,F1,0.4,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,BRIER,0.16842691790459494,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,ROC_AUC,0.6759259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PR_AUC,0.2609320005207926,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PRECISION,0.2692307692307692,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,RECALL,0.7777777777777778,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,F1,0.4,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,BRIER,0.16842691790459494,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,ROC_AUC,0.6759259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PR_AUC,0.2609320005207926,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PRECISION,0.22727272727272727,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,RECALL,0.9259259259259259,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,F1,0.36496350364963503,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,BRIER,0.16842691790459494,149
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,ROC_AUC,0.6759259259259259,149
